EVENT	HeLa_FRT	HeLa_FRT_A	HeLa_FRT_B	HeLa_FRT_C	HeLa_NLSTAF2dIDR	HeLa_NLSTAF2dIDR_A	HeLa_NLSTAF2dIDR_B	HeLa_NLSTAF2dIDR_C	HeLa_TAF2	HeLa_TAF2_A	HeLa_TAF2_B	HeLa_TAF2_C
EPC1=HsaALTA1020378-3/3	100.00	100.00	100.00	100.00	89.89	74.87	100.00	100.00	100.00	100.00	100.00	100.00
ENOX1=HsaALTA1020393-1/2	9.99	NA	NA	NA	18.31	NA	NA	NA	0.00	NA	NA	NA
ENOX1=HsaALTA1020393-2/2	90.01	NA	NA	NA	81.69	NA	NA	NA	100.00	NA	NA	NA
MTRF1=HsaALTA1020398-1/2	16.56	18.67	19.53	12.46	4.50	6.03	6.13	0.00	11.66	9.72	11.02	14.37
MTRF1=HsaALTA1020398-2/2	83.44	81.33	80.47	87.54	95.50	93.97	93.87	100.00	88.34	90.28	88.98	85.63
ELF1=HsaALTA1020423-1/2	32.00	NA	5.00	27.78	44.55	39.77	16.13	38.71	54.55	NA	36.84	40.00
ELF1=HsaALTA1020423-2/2	68.00	NA	95.00	72.22	55.45	60.23	83.87	61.29	45.45	NA	63.16	60.00
ZFP30=HsaALTA0009687-1/2	43.59	NA	42.86	NA	62.50	57.89	NA	NA	48.57	60.00	NA	NA
ZFP30=HsaALTA0009687-2/2	56.41	NA	57.14	NA	37.50	42.11	NA	NA	51.43	40.00	NA	NA
MTERF2=HsaALTA0005408-1/2	19.10	33.33	12.50	16.67	25.74	23.68	16.67	36.36	25.00	28.00	16.67	36.84
MTERF2=HsaALTA0005408-2/2	80.90	66.67	87.50	83.33	74.26	76.32	83.33	63.64	75.00	72.00	83.33	63.16
LYPLA1=HsaALTA0004895-1/2	64.20	88.40	NA	NA	55.66	70.51	NA	NA	38.31	NA	NA	NA
LYPLA1=HsaALTA0004895-2/2	35.80	11.60	NA	NA	44.34	29.49	NA	NA	61.69	NA	NA	NA
KIAA0922=HsaALTA1020650-2/3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.23	0.00	0.00	38.82
KIAA0922=HsaALTA1020650-3/3	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	81.77	100.00	100.00	61.18
KIAA0922=HsaALTA0004541-1/2	25.00	9.52	36.00	26.92	21.95	23.68	26.09	14.29	25.61	28.57	18.52	30.77
KIAA0922=HsaALTA0004541-2/2	75.00	90.48	64.00	73.08	78.05	76.32	73.91	85.71	74.39	71.43	81.48	69.23
KIAA0922=HsaALTA1020659-1/2	30.00	26.47	45.45	18.75	22.83	22.22	15.38	30.95	26.19	24.44	20.00	34.15
KIAA0922=HsaALTA1020659-2/2	70.00	73.53	54.55	81.25	77.17	77.78	84.62	69.05	73.81	75.56	80.00	65.85
PAPD5=HsaALTA1020667-1/5	48.54	NA	NA	NA	55.94	NA	NA	NA	59.04	NA	NA	NA
PAPD5=HsaALTA1020667-5/5	32.04	NA	NA	NA	19.78	NA	NA	NA	15.90	NA	NA	NA
PAPD5=HsaALTA0006062-1/2	32.17	23.33	31.25	42.11	31.29	30.67	42.86	22.22	26.77	34.09	20.45	27.78
PAPD5=HsaALTA0006062-2/2	67.83	76.67	68.75	57.89	68.71	69.33	57.14	77.78	73.23	65.91	79.55	72.22
ZNF211=HsaALTA1020713-1/2	51.52	NA	NA	NA	37.78	NA	NA	NA	42.86	NA	NA	NA
ZNF211=HsaALTA1020713-2/2	48.48	NA	NA	NA	62.22	NA	NA	NA	57.14	NA	NA	NA
ADGRB2=HsaALTA1020794-1/3	4.55	NA	NA	NA	12.50	NA	NA	NA	NA	NA	NA	NA
ADGRB2=HsaALTA1020794-3/3	95.45	NA	NA	NA	87.50	NA	NA	NA	NA	NA	NA	NA
ADGRB2=HsaALTA0000878-1/2	8.70	NA	NA	NA	5.88	NA	NA	NA	28.57	NA	NA	NA
ADGRB2=HsaALTA0000878-2/2	91.30	NA	NA	NA	94.12	NA	NA	NA	71.43	NA	NA	NA
ZSCAN20=HsaALTA1020849-1/2	39.13	NA	NA	NA	24.18	NA	NA	NA	22.66	NA	NA	NA
ZSCAN20=HsaALTA1020849-2/2	60.87	NA	NA	NA	75.82	NA	NA	NA	77.34	NA	NA	NA
CLCC1=HsaALTA1020868-4/4	89.95	100.00	87.01	87.12	88.17	81.74	89.09	97.50	89.12	85.20	89.66	93.48
POLK=HsaALTA0006511-1/4	14.68	20.00	12.50	12.37	23.51	20.00	27.67	24.34	15.88	NA	19.28	NA
POLK=HsaALTA0006511-4/4	85.32	80.00	87.50	87.63	76.49	80.00	72.33	75.66	84.12	NA	80.72	NA
RPL21=HsaALTA1020897-2/4	82.91	NA	NA	NA	94.19	NA	93.42	NA	88.95	NA	NA	NA
RPL21=HsaALTA1020897-4/4	17.09	NA	NA	NA	2.90	NA	0.00	NA	7.37	NA	NA	NA
MTIF3=HsaALTA0005418-1/2	10.43	3.42	13.24	13.26	8.58	9.31	6.91	0.00	12.19	5.34	19.98	11.75
MTIF3=HsaALTA0005418-2/2	89.57	96.58	86.76	86.74	91.42	90.69	93.09	100.00	87.81	94.66	80.02	88.25
MTERF4=HsaALTA0005407-1/2	9.89	NA	NA	NA	10.95	23.29	NA	NA	0.00	NA	NA	NA
MTERF4=HsaALTA0005407-2/2	90.11	NA	NA	NA	89.05	76.71	NA	NA	100.00	NA	NA	NA
SERAC1=HsaALTA1020975-1/2	3.03	NA	NA	NA	2.86	0.00	NA	NA	16.67	NA	NA	NA
SERAC1=HsaALTA1020975-2/2	96.97	NA	NA	NA	97.14	100.00	NA	NA	83.33	NA	NA	NA
FAM213A=HsaALTA1021001-1/3	44.54	49.96	49.98	34.08	49.20	50.66	43.76	54.03	36.43	40.26	27.18	45.65
FAM213A=HsaALTA1021001-2/3	54.86	50.04	50.02	64.14	50.31	48.19	56.24	45.97	63.57	59.74	72.82	54.35
ZNF205=HsaALTA0009758-2/3	74.31	91.18	65.62	67.44	76.83	76.80	74.07	80.52	74.05	63.41	76.47	80.36
ZNF205=HsaALTA0009758-3/3	22.94	8.82	31.25	27.91	22.50	23.20	25.93	17.05	25.95	36.59	23.53	19.64
TRMT13=HsaALTA1021019-2/4	3.95	11.11	3.45	0.00	6.93	8.89	3.23	8.33	15.28	16.67	10.00	20.83
TRMT13=HsaALTA1021019-3/4	93.42	83.33	93.10	100.00	93.07	91.11	96.77	91.67	83.33	83.33	86.67	79.17
CCDC18=HsaALTA1021029-1/2	19.74	14.27	28.78	15.87	12.21	5.41	25.19	NA	7.43	10.54	5.56	5.91
CCDC18=HsaALTA1021029-2/2	80.26	85.73	71.22	84.13	87.79	94.59	74.81	NA	92.57	89.46	94.44	94.09
CCDC18=HsaALTA0001566-1/2	32.32	37.50	40.00	19.44	22.95	25.86	12.12	29.03	25.29	24.24	31.58	21.62
CCDC18=HsaALTA0001566-2/2	67.68	62.50	60.00	80.56	77.05	74.14	87.88	70.97	74.71	75.76	68.42	78.38
SEPT7=HsaALTA1021071-2/3	59.33	NA	NA	NA	56.95	64.55	NA	NA	51.22	NA	NA	NA
SEPT7=HsaALTA1021071-3/3	40.67	NA	NA	NA	43.05	35.45	NA	NA	48.78	NA	NA	NA
NT5C3A=HsaALTA1021100-1/2	11.93	NA	19.66	7.82	11.09	22.05	9.59	4.41	1.80	0.00	0.00	4.60
NT5C3A=HsaALTA1021100-2/2	88.07	NA	80.34	92.18	88.91	77.95	90.41	95.59	98.20	100.00	100.00	95.40
ARL4A=HsaALTA0000645-1/2	25.11	26.05	35.78	17.68	31.03	29.81	27.75	35.48	30.82	24.50	36.48	39.28
ARL4A=HsaALTA0000645-2/2	74.89	73.95	64.22	82.32	68.97	70.19	72.25	64.52	69.18	75.50	63.52	60.72
POLM=HsaALTA0006516-1/4	NA	NA	NA	NA	19.75	15.84	NA	NA	39.29	NA	NA	NA
POLM=HsaALTA0006516-2/4	NA	NA	NA	NA	78.05	84.16	NA	NA	60.71	NA	NA	NA
POLM=HsaALTA0006517-1/2	72.29	65.52	80.77	68.97	73.63	77.50	81.48	53.85	67.78	63.16	82.14	62.96
POLM=HsaALTA0006517-2/2	27.71	34.48	19.23	31.03	26.37	22.50	18.52	46.15	32.22	36.84	17.86	37.04
BICC1=HsaALTA1021176-1/2	21.28	NA	NA	17.39	7.55	20.00	0.00	4.76	6.67	12.50	NA	5.88
BICC1=HsaALTA1021176-2/2	78.72	NA	NA	82.61	92.45	80.00	100.00	95.24	93.33	87.50	NA	94.12
P4HA1=HsaALTA0006007-1/2	21.04	16.00	18.99	26.67	18.54	23.49	25.64	0.00	24.46	28.64	16.22	27.73
P4HA1=HsaALTA0006007-2/2	78.96	84.00	81.01	73.33	81.46	76.51	74.36	100.00	75.54	71.36	83.78	72.27
CIT=HsaALTA1021227-2/3	41.83	38.18	38.18	49.30	38.87	46.67	35.96	33.98	34.97	30.24	40.17	34.87
CIT=HsaALTA1021227-3/3	56.33	61.82	59.35	47.89	57.54	53.33	58.22	60.94	63.09	69.76	54.63	65.13
CIT=HsaALTA0001885-1/3	39.77	39.62	50.08	30.00	40.26	41.24	36.96	45.04	38.47	34.41	46.85	33.78
CIT=HsaALTA0001885-2/3	59.35	58.49	49.92	68.89	59.74	58.76	63.04	54.96	60.64	65.59	50.56	66.22
ZC3H13=HsaALTA0009626-1/3	24.82	31.47	28.36	15.21	26.30	33.56	14.69	26.27	34.99	33.79	37.67	33.79
ZC3H13=HsaALTA0009626-2/3	75.18	68.53	71.64	84.79	73.70	66.44	85.31	73.73	65.01	66.21	62.33	66.21
IKZF4=HsaALTA1021442-1/2	60.78	NA	75.00	70.59	56.90	50.00	53.33	68.42	51.22	55.56	40.00	NA
IKZF4=HsaALTA1021442-2/2	39.22	NA	25.00	29.41	43.10	50.00	46.67	31.58	48.78	44.44	60.00	NA
IKZF4=HsaALTA1021444-1/2	NA	NA	NA	NA	12.77	NA	NA	NA	5.29	NA	NA	NA
IKZF4=HsaALTA1021444-2/2	NA	NA	NA	NA	87.23	NA	NA	NA	94.71	NA	NA	NA
SMUG1=HsaALTA1021446-2/3	31.14	30.01	10.87	46.13	14.06	11.72	8.06	25.47	23.94	25.51	22.66	23.65
SMUG1=HsaALTA1021446-3/3	68.86	69.99	89.13	53.87	85.94	88.28	91.94	74.53	76.06	74.49	77.34	76.35
BAZ2B=HsaALTA1021517-2/3	100.00	NA	NA	NA	89.86	NA	NA	NA	NA	NA	NA	NA
BAZ2B=HsaALTA1021517-3/3	0.00	NA	NA	NA	10.14	NA	NA	NA	NA	NA	NA	NA
PFKFB2=HsaALTA0006203-2/4	89.66	NA	NA	NA	100.00	100.00	NA	NA	100.00	NA	NA	NA
C4BPB=HsaALTA0001286-1/2	38.39	41.88	29.17	37.04	27.24	24.53	33.98	26.88	36.15	NA	NA	NA
C4BPB=HsaALTA0001286-2/2	61.61	58.12	70.83	62.96	72.76	75.47	66.02	73.12	63.85	NA	NA	NA
DNPEP=HsaALTA0002582-1/4	11.56	10.16	12.75	11.35	14.15	10.36	6.82	29.36	10.50	7.89	14.21	8.29
DNPEP=HsaALTA0002582-2/4	88.44	89.84	87.25	88.65	85.55	89.64	93.18	69.47	89.50	92.11	85.79	91.71
DDX27=HsaALTA1021768-2/3	27.56	6.54	17.16	44.15	17.74	13.75	20.97	19.72	28.79	28.13	40.05	10.42
DDX27=HsaALTA1021768-3/3	72.36	93.46	82.60	55.85	82.26	86.25	79.03	80.28	71.21	71.87	59.95	89.58
FASTKD3=HsaALTA0003247-2/3	15.15	3.03	23.53	15.91	18.70	23.88	10.53	14.29	23.08	14.63	21.95	32.35
FASTKD3=HsaALTA0003247-3/3	82.83	96.97	73.53	81.82	80.49	76.12	89.47	80.95	72.12	82.93	73.17	61.76
FASTKD3=HsaALTA0003248-1/3	86.09	86.67	81.44	89.89	82.23	84.56	77.39	86.05	83.88	70.00	87.50	88.46
FASTKD3=HsaALTA0003248-2/3	13.91	13.33	18.56	10.11	17.77	15.44	22.61	13.95	16.12	30.00	12.50	11.54
IQSEC2=HsaALTA1021805-3/4	81.82	89.47	94.12	63.16	79.37	83.33	75.00	78.26	77.08	NA	82.35	63.16
IQSEC2=HsaALTA1021805-4/4	18.18	10.53	5.88	36.84	20.63	16.67	25.00	21.74	22.92	NA	17.65	36.84
ZNF45=HsaALTA1021848-1/2	16.00	16.98	18.60	11.47	9.06	9.74	6.08	NA	23.79	NA	24.46	NA
ZNF45=HsaALTA1021848-2/2	84.00	83.02	81.40	88.53	90.94	90.26	93.92	NA	76.21	NA	75.54	NA
USP9X=HsaALTA1021870-1/2	68.12	77.70	65.96	60.67	66.51	64.61	70.09	60.90	70.49	64.70	76.73	68.59
USP9X=HsaALTA1021870-2/2	31.88	22.30	34.04	39.33	33.49	35.39	29.91	39.10	29.51	35.30	23.27	31.41
TRERF1=HsaALTA1021889-3/4	44.80	40.00	29.79	52.34	24.35	28.43	24.35	19.31	30.65	0.00	50.85	25.00
TRERF1=HsaALTA1021889-4/4	55.20	60.00	70.21	47.66	73.04	68.53	75.65	76.55	67.79	97.06	47.46	75.00
TRERF1=HsaALTA0008955-1/2	44.68	48.00	44.00	43.18	60.19	58.49	48.15	64.29	51.61	53.85	57.89	46.88
TRERF1=HsaALTA0008955-2/2	55.32	52.00	56.00	56.82	39.81	41.51	51.85	35.71	48.39	46.15	42.11	53.12
ABCC10=HsaALTA0000042-1/3	89.74	NA	96.53	78.27	96.19	100.00	93.51	94.59	96.81	100.00	93.92	95.95
ABCC10=HsaALTA0000042-3/3	10.26	NA	3.47	21.73	3.81	0.00	6.49	5.41	3.19	0.00	6.08	4.05
PEX6=HsaALTA1021945-2/3	96.49	100.00	100.00	90.48	86.54	86.36	93.75	81.25	91.89	NA	NA	NA
PEX6=HsaALTA1021945-3/3	3.51	0.00	0.00	9.52	13.46	13.64	6.25	18.75	8.11	NA	NA	NA
SH3TC1=HsaALTA0007770-1/2	100.00	NA	100.00	NA	79.52	87.17	NA	NA	100.00	NA	NA	NA
SH3TC1=HsaALTA0007770-2/2	0.00	NA	0.00	NA	20.48	12.83	NA	NA	0.00	NA	NA	NA
C17orf53=HsaALTA1022160-1/2	25.22	10.80	28.36	32.45	15.94	18.07	10.26	18.96	27.00	42.08	6.85	32.78
C17orf53=HsaALTA1022160-2/2	74.78	89.20	71.64	67.55	84.06	81.93	89.74	81.04	73.00	57.92	93.15	67.22
SOX9=HsaALTA1022192-4/5	100.00	NA	NA	NA	87.50	NA	NA	NA	100.00	NA	NA	NA
SOX9=HsaALTA1022192-5/5	0.00	NA	NA	NA	12.50	NA	NA	NA	0.00	NA	NA	NA
GGA3=HsaALTA1022216-1/5	38.20	NA	NA	NA	53.77	NA	NA	NA	27.25	NA	NA	NA
GGA3=HsaALTA1022216-3/5	43.26	NA	NA	NA	17.40	NA	NA	NA	46.29	NA	NA	NA
PPP1R12C=HsaALTA0006603-1/2	64.91	61.40	77.78	54.47	64.35	71.82	59.41	60.93	58.41	57.38	63.64	56.45
PPP1R12C=HsaALTA0006603-2/2	35.09	38.60	22.22	45.53	35.65	28.18	40.59	39.07	41.59	42.62	36.36	43.55
SLC25A23=HsaALTA0007877-1/2	83.60	NA	NA	NA	70.27	NA	NA	NA	53.28	NA	NA	NA
SLC25A23=HsaALTA0007877-2/2	16.40	NA	NA	NA	29.73	NA	NA	NA	46.72	NA	NA	NA
MED1=HsaALTA1022326-2/3	58.14	NA	55.40	NA	63.39	47.91	NA	81.18	54.99	NA	NA	NA
MED1=HsaALTA1022326-3/3	41.86	NA	44.60	NA	34.44	47.47	NA	18.82	45.01	NA	NA	NA
EML2=HsaALTA1022376-1/2	27.93	NA	NA	34.57	36.99	26.30	54.77	NA	33.22	NA	34.28	31.13
EML2=HsaALTA1022376-2/2	72.07	NA	NA	65.43	63.01	73.70	45.23	NA	66.78	NA	65.72	68.87
GZF1=HsaALTA1022415-2/3	90.70	NA	NA	82.61	100.00	100.00	100.00	100.00	98.46	100.00	100.00	94.74
NAPB=HsaALTA1022420-1/3	82.35	NA	NA	NA	44.16	NA	NA	NA	NA	NA	NA	NA
NAPB=HsaALTA1022420-2/3	17.65	NA	NA	NA	33.12	NA	NA	NA	NA	NA	NA	NA
NAPB=HsaALTA1022420-3/3	0.00	NA	NA	NA	22.73	NA	NA	NA	NA	NA	NA	NA
RBCK1=HsaALTA1022432-4/6	82.21	74.15	83.88	85.28	93.62	97.48	89.61	91.69	78.28	66.36	81.53	90.37
RBCK1=HsaALTA1022432-6/6	14.46	25.85	11.52	11.04	5.31	2.52	6.85	8.31	18.04	23.39	18.47	9.63
ZNF133=HsaALTA0009734-2/4	53.21	NA	NA	NA	67.10	NA	NA	NA	76.52	NA	NA	NA
ZNF133=HsaALTA0009734-3/4	41.59	NA	NA	NA	32.90	NA	NA	NA	23.48	NA	NA	NA
ZNF133=HsaALTA0009735-1/2	25.52	NA	NA	NA	27.81	NA	48.36	9.63	48.99	NA	59.37	NA
ZNF133=HsaALTA0009735-2/2	74.48	NA	NA	NA	72.19	NA	51.64	90.37	51.01	NA	40.63	NA
NECAB3=HsaALTA0005668-1/6	12.75	13.33	20.45	0.00	8.73	17.95	6.98	4.76	8.93	9.38	4.76	15.62
NECAB3=HsaALTA0005668-4/6	83.33	80.00	79.55	92.86	87.30	79.49	86.05	92.86	84.82	90.63	83.33	78.12
EIF2S2=HsaALTA1022535-1/2	84.16	NA	NA	NA	68.37	NA	67.81	NA	68.24	NA	NA	NA
EIF2S2=HsaALTA1022535-2/2	15.84	NA	NA	NA	31.63	NA	32.19	NA	31.76	NA	NA	NA
XRCC3=HsaALTA0009575-1/4	72.04	NA	82.50	NA	69.05	64.71	NA	80.00	77.27	NA	NA	NA
XRCC3=HsaALTA0009575-2/4	25.56	NA	13.03	NA	30.95	35.29	NA	20.00	16.10	NA	NA	NA
IGFLR1=HsaALTA1064024-1/2	6.67	5.56	12.50	NA	21.67	25.00	13.64	27.78	12.82	NA	NA	NA
IGFLR1=HsaALTA1064024-2/2	93.33	94.44	87.50	NA	78.33	75.00	86.36	72.22	87.18	NA	NA	NA
CAPNS1=HsaALTA0001463-1/2	20.10	23.19	16.00	24.56	28.70	29.07	22.67	35.48	38.79	35.48	43.24	37.66
CAPNS1=HsaALTA0001463-2/2	79.90	76.81	84.00	75.44	71.30	70.93	77.33	64.52	61.21	64.52	56.76	62.34
THRA=HsaALTA0008640-1/4	2.13	NA	0.00	NA	3.60	3.66	NA	NA	6.73	NA	0.00	18.60
THRA=HsaALTA0008640-3/4	97.87	NA	100.00	NA	94.38	92.20	NA	NA	93.27	NA	100.00	81.40
AHDC1=HsaALTA0000302-1/3	85.22	NA	89.94	88.71	89.49	89.32	92.50	NA	86.79	76.33	95.61	86.79
AHDC1=HsaALTA1022743-1/2	34.59	NA	39.75	35.60	51.09	37.11	57.28	57.89	21.79	NA	NA	NA
AHDC1=HsaALTA1022743-2/2	65.41	NA	60.25	64.40	48.91	62.89	42.72	42.11	78.21	NA	NA	NA
RHOT1=HsaALTA0007173-1/2	56.64	NA	NA	NA	30.47	NA	NA	NA	NA	NA	NA	NA
RHOT1=HsaALTA0007173-2/2	43.36	NA	NA	NA	69.53	NA	NA	NA	NA	NA	NA	NA
NUP214=HsaALTA0005897-1/2	76.19	76.57	77.43	75.82	77.87	75.54	75.21	80.46	68.71	63.36	79.15	64.71
NUP214=HsaALTA0005897-2/2	23.81	23.43	22.57	24.18	22.13	24.46	24.79	19.54	31.29	36.64	20.85	35.29
HELB=HsaALTA1022895-2/3	10.71	NA	NA	NA	0.00	NA	NA	NA	0.00	NA	NA	NA
HELB=HsaALTA1022895-3/3	89.29	NA	NA	NA	96.15	NA	NA	NA	100.00	NA	NA	NA
F2RL3=HsaALTA1023014-1/2	5.10	18.52	0.00	0.00	11.83	17.86	12.12	6.67	14.12	16.67	9.52	14.29
F2RL3=HsaALTA1023014-2/2	94.90	81.48	100.00	100.00	88.17	82.14	87.88	93.33	85.88	83.33	90.48	85.71
CHTF18=HsaALTA0001873-1/2	26.67	38.71	18.97	28.26	21.11	18.52	19.10	29.79	19.49	14.03	25.58	17.24
CHTF18=HsaALTA0001873-2/2	73.33	61.29	81.03	71.74	78.89	81.48	80.90	70.21	80.51	85.97	74.42	82.76
STYXL1=HsaALTA0008339-1/2	59.94	58.47	61.38	60.36	53.34	42.01	66.82	54.47	51.13	57.48	53.73	43.09
STYXL1=HsaALTA0008339-2/2	40.06	41.53	38.62	39.64	46.66	57.99	33.18	45.53	48.87	42.52	46.27	56.91
PAICS=HsaALTA1023184-1/3	2.70	NA	NA	0.00	0.00	0.00	NA	0.00	11.11	NA	NA	20.00
PAICS=HsaALTA1023184-3/3	97.30	NA	NA	100.00	100.00	100.00	NA	100.00	86.11	NA	NA	80.00
TUBGCP6=HsaALTA0009154-6/6	77.02	80.00	82.35	64.13	75.61	79.66	75.00	68.75	78.24	72.49	77.14	83.78
ATF4=HsaALTA0000747-1/5	11.63	NA	NA	18.75	20.00	23.33	20.83	NA	23.08	40.00	NA	NA
ATF4=HsaALTA0000747-2/5	44.19	NA	NA	37.50	30.77	23.33	33.33	NA	38.46	40.00	NA	NA
ATF4=HsaALTA0000747-3/5	44.19	NA	NA	43.75	49.23	53.33	45.83	NA	35.90	20.00	NA	NA
PRKRIP1=HsaALTA1023284-1/3	32.59	NA	NA	NA	35.41	NA	NA	NA	56.76	NA	NA	NA
PRKRIP1=HsaALTA1023284-2/3	55.19	NA	NA	NA	58.15	NA	NA	NA	34.51	NA	NA	NA
FOXP2=HsaALTA0003454-1/5	NA	NA	NA	NA	18.23	NA	NA	NA	0.00	NA	NA	NA
FOXP2=HsaALTA0003454-4/5	NA	NA	NA	NA	66.50	NA	NA	NA	94.29	NA	NA	NA
OSGEPL1=HsaALTA0005984-1/3	15.97	0.00	21.79	22.03	17.00	17.39	20.73	12.03	12.39	20.59	0.00	19.61
OSGEPL1=HsaALTA0005984-2/3	77.73	91.01	75.07	70.21	76.82	73.01	72.55	87.97	83.90	79.41	96.78	71.91
HERC2=HsaALTA1023393-1/2	10.30	22.79	8.96	0.00	5.53	7.36	NA	6.44	2.07	5.16	0.00	NA
HERC2=HsaALTA1023393-2/2	89.70	77.21	91.04	100.00	94.47	92.64	NA	93.56	97.93	94.84	100.00	NA
E2F8=HsaALTA1023579-1/2	14.74	NA	0.00	0.00	8.12	13.94	8.12	0.00	15.02	0.00	28.00	9.28
E2F8=HsaALTA1023579-2/2	85.26	NA	100.00	100.00	91.88	86.06	91.88	100.00	84.98	100.00	72.00	90.72
PLD2=HsaALTA1023588-1/2	94.67	81.90	100.00	100.00	100.00	NA	100.00	100.00	95.21	94.58	NA	NA
PLD2=HsaALTA1023588-2/2	5.33	18.10	0.00	0.00	0.00	NA	0.00	0.00	4.79	5.42	NA	NA
PHF20L1=HsaALTA1023640-4/5	57.59	18.52	41.35	34.78	56.19	29.91	29.41	20.32	45.36	34.31	32.71	24.27
PHF20L1=HsaALTA1023640-5/5	42.41	81.48	58.65	65.22	43.35	69.80	70.59	79.25	54.43	65.20	67.29	75.73
RAB2B=HsaALTA0006914-1/2	10.31	6.01	22.58	0.00	8.99	12.03	0.00	11.79	10.70	5.16	NA	7.03
RAB2B=HsaALTA0006914-2/2	89.69	93.99	77.42	100.00	91.01	87.97	100.00	88.21	89.30	94.84	NA	92.97
BCL2L2=HsaALTA1064033-1/2	89.42	NA	NA	NA	NA	NA	NA	NA	81.14	NA	NA	NA
BCL2L2=HsaALTA1064033-2/2	10.58	NA	NA	NA	NA	NA	NA	NA	18.86	NA	NA	NA
TEP1=HsaALTA1023759-1/2	96.43	NA	NA	NA	100.00	NA	NA	NA	83.33	NA	NA	NA
TEP1=HsaALTA1023759-2/2	3.57	NA	NA	NA	0.00	NA	NA	NA	16.67	NA	NA	NA
TEP1=HsaALTA1023761-1/3	0.00	NA	NA	NA	8.65	11.36	NA	NA	0.00	NA	NA	NA
TEP1=HsaALTA1023761-2/3	100.00	NA	NA	NA	91.35	88.64	NA	NA	100.00	NA	NA	NA
RHBDF2=HsaALTA0007160-1/2	88.14	82.35	82.35	96.00	89.33	92.00	82.61	92.59	76.67	NA	NA	76.47
RHBDF2=HsaALTA0007160-2/2	11.86	17.65	17.65	4.00	10.67	8.00	17.39	7.41	23.33	NA	NA	23.53
GNL3L=HsaALTA1023906-1/3	24.81	25.71	28.50	8.35	14.68	18.21	17.81	5.91	20.18	11.70	15.98	29.85
GNL3L=HsaALTA1023906-2/3	74.64	72.14	71.50	91.65	84.95	81.79	80.88	94.09	79.45	88.30	83.56	69.60
MOSPD2=HsaALTA0005299-1/3	6.58	0.00	10.71	8.33	13.64	15.00	7.41	17.39	17.91	11.76	14.81	26.09
MOSPD2=HsaALTA0005299-3/3	93.42	100.00	89.29	91.67	86.36	85.00	92.59	82.61	82.09	88.24	85.19	73.91
DOCK6=HsaALTA1023933-1/2	84.17	NA	87.90	82.28	75.92	69.26	80.50	NA	61.64	67.36	NA	70.04
DOCK6=HsaALTA1023933-2/2	15.83	NA	12.10	17.72	24.08	30.74	19.50	NA	38.36	32.64	NA	29.96
DDA1=HsaALTA1063414-2/2	49.20	NA	41.42	NA	52.49	51.47	51.47	NA	64.08	60.67	76.09	NA
QRSL1=HsaALTA1024098-1/4	8.70	4.72	11.59	NA	6.63	2.91	17.51	0.00	6.10	3.13	14.63	NA
QRSL1=HsaALTA1024098-3/4	91.30	95.28	88.41	NA	91.96	94.00	82.49	100.00	92.38	96.87	85.37	NA
AFDN=HsaALTA0005256-1/3	NA	NA	NA	NA	27.59	NA	NA	NA	18.60	NA	NA	NA
AFDN=HsaALTA0005256-2/3	NA	NA	NA	NA	72.41	NA	NA	NA	81.40	NA	NA	NA
ZNF557=HsaALTA0009849-1/3	24.46	NA	NA	NA	33.89	35.70	36.82	28.81	28.67	NA	43.73	NA
ZNF557=HsaALTA0009849-2/3	69.24	NA	NA	NA	64.27	64.30	56.86	71.19	71.33	NA	56.27	NA
SAMD10=HsaALTA1024224-2/5	NA	NA	NA	NA	0.00	NA	NA	NA	17.52	NA	NA	NA
SAMD10=HsaALTA1024224-4/5	NA	NA	NA	NA	46.48	NA	NA	NA	17.88	NA	NA	NA
SAMD10=HsaALTA1024224-5/5	NA	NA	NA	NA	53.52	NA	NA	NA	64.60	NA	NA	NA
POMT1=HsaALTA1024350-1/5	79.31	68.75	NA	NA	86.27	93.33	75.00	93.75	90.91	89.47	88.89	NA
POMT1=HsaALTA1024350-4/5	17.24	31.25	NA	NA	13.73	6.67	25.00	6.25	9.09	10.53	11.11	NA
EIF2S3=HsaALTA1024397-2/3	12.68	NA	NA	NA	38.18	NA	NA	NA	22.83	NA	NA	NA
EIF2S3=HsaALTA1024397-3/3	82.97	NA	NA	NA	61.82	NA	NA	NA	71.06	NA	NA	NA
HIP1R=HsaALTA1024479-2/3	56.30	NA	64.00	22.22	70.97	64.14	NA	46.67	76.74	79.42	54.10	61.11
HIP1R=HsaALTA1024479-3/3	43.70	NA	36.00	77.78	29.03	35.86	NA	53.33	23.26	20.58	45.90	38.89
PLXNA3=HsaALTA1024538-1/3	88.45	89.13	100.00	82.30	100.00	100.00	100.00	NA	91.87	NA	NA	NA
PLXNA3=HsaALTA1024538-3/3	11.55	10.87	0.00	17.70	0.00	0.00	0.00	NA	8.13	NA	NA	NA
PLXNA3=HsaALTA1024539-1/4	1.39	0.00	0.00	4.41	9.59	4.07	5.04	22.05	3.65	0.00	NA	8.44
PLXNA3=HsaALTA1024539-2/4	98.61	100.00	100.00	95.59	90.41	95.93	94.96	77.95	96.35	100.00	NA	91.56
PLXNA3=HsaALTA1024542-4/4	79.74	85.33	71.38	80.78	84.90	78.43	95.71	84.21	84.68	83.80	83.58	86.60
