GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	Sample	PSI	Quality_Score_Value	Quality_Score_Type	comparison
UBE2H	HsaALTA0009229-1/2	chr7:129839225-129839275	0	chr7:129879568,129839225-129839275+129839335	Alt3	HeLa_NLSTAF2dIDR_A	8.67	VLOW	S1	TAF2dIDR
UBE2H	HsaALTA0009229-1/2	chr7:129839225-129839275	0	chr7:129879568,129839225-129839275+129839335	Alt3	HeLa_NLSTAF2dIDR_B	18.18	N	S1	TAF2dIDR
UBE2H	HsaALTA0009229-1/2	chr7:129839225-129839275	0	chr7:129879568,129839225-129839275+129839335	Alt3	HeLa_NLSTAF2dIDR_C	10	N	S1	TAF2dIDR
UBE2H	HsaALTA0009229-1/2	chr7:129839225-129839275	0	chr7:129879568,129839225-129839275+129839335	Alt3	HeLa_TAF2	20.92	VLOW	S1	TAF2dIDR
UBE2H	HsaALTA0009229-1/2	chr7:129839225-129839275	0	chr7:129879568,129839225-129839275+129839335	Alt3	HeLa_TAF2_A	32.89	N	S1	TAF2dIDR
UBE2H	HsaALTA0009229-1/2	chr7:129839225-129839275	0	chr7:129879568,129839225-129839275+129839335	Alt3	HeLa_TAF2_B	0	N	S1	TAF2dIDR
UBE2H	HsaALTA0009229-1/2	chr7:129839225-129839275	0	chr7:129879568,129839225-129839275+129839335	Alt3	HeLa_TAF2_C	33.33	N	S1	TAF2dIDR
PTAR1	HsaALTA1052530-1/2	chr9:-69718565	0	chr9:69718650,-69718565+69718568	Alt3	HeLa_FRT	45.37	VLOW	S1	TAF2dIDR
PTAR1	HsaALTA1052530-1/2	chr9:-69718565	0	chr9:69718650,-69718565+69718568	Alt3	HeLa_FRT_A	40	N	S1	TAF2dIDR
PTAR1	HsaALTA1052530-1/2	chr9:-69718565	0	chr9:69718650,-69718565+69718568	Alt3	HeLa_FRT_B	17.39	N	S1	TAF2dIDR
PTAR1	HsaALTA1052530-1/2	chr9:-69718565	0	chr9:69718650,-69718565+69718568	Alt3	HeLa_FRT_C	58.33	N	S1	TAF2dIDR
PTAR1	HsaALTA1052530-1/2	chr9:-69718565	0	chr9:69718650,-69718565+69718568	Alt3	HeLa_NLSTAF2dIDR	40.12	LOW	S1	TAF2dIDR
PTAR1	HsaALTA1052530-1/2	chr9:-69718565	0	chr9:69718650,-69718565+69718568	Alt3	HeLa_NLSTAF2dIDR_A	45.98	VLOW	S1	TAF2dIDR
PTAR1	HsaALTA1052530-1/2	chr9:-69718565	0	chr9:69718650,-69718565+69718568	Alt3	HeLa_NLSTAF2dIDR_B	31.25	N	S1	TAF2dIDR
PTAR1	HsaALTA1052530-1/2	chr9:-69718565	0	chr9:69718650,-69718565+69718568	Alt3	HeLa_NLSTAF2dIDR_C	35.85	N	S1	TAF2dIDR
PTAR1	HsaALTA1052530-1/2	chr9:-69718565	0	chr9:69718650,-69718565+69718568	Alt3	HeLa_TAF2	61.59	LOW	S1	TAF2dIDR
PTAR1	HsaALTA1052530-1/2	chr9:-69718565	0	chr9:69718650,-69718565+69718568	Alt3	HeLa_TAF2_A	72.46	N	S1	TAF2dIDR
PTAR1	HsaALTA1052530-1/2	chr9:-69718565	0	chr9:69718650,-69718565+69718568	Alt3	HeLa_TAF2_B	33.33	N	S1	TAF2dIDR
PTAR1	HsaALTA1052530-1/2	chr9:-69718565	0	chr9:69718650,-69718565+69718568	Alt3	HeLa_TAF2_C	64.1	N	S1	TAF2dIDR
C8orf76	HsaALTA1052794-2/3	chr8:123226360-123226418	22	chr8:123226500,123226360-123226396+123226418+123226421	Alt3	HeLa_FRT	75.5	LOW	S1	TAF2dIDR
C8orf76	HsaALTA1052794-2/3	chr8:123226360-123226418	22	chr8:123226500,123226360-123226396+123226418+123226421	Alt3	HeLa_FRT_A	71.43	N	S1	TAF2dIDR
C8orf76	HsaALTA1052794-2/3	chr8:123226360-123226418	22	chr8:123226500,123226360-123226396+123226418+123226421	Alt3	HeLa_FRT_B	83.54	N	S1	TAF2dIDR
C8orf76	HsaALTA1052794-2/3	chr8:123226360-123226418	22	chr8:123226500,123226360-123226396+123226418+123226421	Alt3	HeLa_FRT_C	60	N	S1	TAF2dIDR
C8orf76	HsaALTA1052794-2/3	chr8:123226360-123226418	22	chr8:123226500,123226360-123226396+123226418+123226421	Alt3	HeLa_NLSTAF2dIDR	73.47	LOW	S1	TAF2dIDR
C8orf76	HsaALTA1052794-2/3	chr8:123226360-123226418	22	chr8:123226500,123226360-123226396+123226418+123226421	Alt3	HeLa_NLSTAF2dIDR_A	83.54	N	S1	TAF2dIDR
C8orf76	HsaALTA1052794-2/3	chr8:123226360-123226418	22	chr8:123226500,123226360-123226396+123226418+123226421	Alt3	HeLa_NLSTAF2dIDR_B	71.64	N	S1	TAF2dIDR
C8orf76	HsaALTA1052794-2/3	chr8:123226360-123226418	22	chr8:123226500,123226360-123226396+123226418+123226421	Alt3	HeLa_NLSTAF2dIDR_C	60	N	S1	TAF2dIDR
C8orf76	HsaALTA1052794-2/3	chr8:123226360-123226418	22	chr8:123226500,123226360-123226396+123226418+123226421	Alt3	HeLa_TAF2	76.6	LOW	S1	TAF2dIDR
C8orf76	HsaALTA1052794-2/3	chr8:123226360-123226418	22	chr8:123226500,123226360-123226396+123226418+123226421	Alt3	HeLa_TAF2_A	71.64	N	S1	TAF2dIDR
C8orf76	HsaALTA1052794-2/3	chr8:123226360-123226418	22	chr8:123226500,123226360-123226396+123226418+123226421	Alt3	HeLa_TAF2_B	75	N	S1	TAF2dIDR
C8orf76	HsaALTA1052794-2/3	chr8:123226360-123226418	22	chr8:123226500,123226360-123226396+123226418+123226421	Alt3	HeLa_TAF2_C	82.19	N	S1	TAF2dIDR
CACNA1H	HsaALTA1053300-3/4	chr16:1219003-1219130	45	chr16:1218651,1219048+1219023+1219003+1218970-1219130	Alt3	HeLa_FRT	47.37	LOW	S1	TAF2dIDR
CACNA1H	HsaALTA1053300-3/4	chr16:1219003-1219130	45	chr16:1218651,1219048+1219023+1219003+1218970-1219130	Alt3	HeLa_FRT_A	16.67	N	S1	TAF2dIDR
CACNA1H	HsaALTA1053300-3/4	chr16:1219003-1219130	45	chr16:1218651,1219048+1219023+1219003+1218970-1219130	Alt3	HeLa_FRT_B	43.75	VLOW	S1	TAF2dIDR
CACNA1H	HsaALTA1053300-3/4	chr16:1219003-1219130	45	chr16:1218651,1219048+1219023+1219003+1218970-1219130	Alt3	HeLa_FRT_C	62.5	VLOW	S1	TAF2dIDR
CACNA1H	HsaALTA1053300-3/4	chr16:1219003-1219130	45	chr16:1218651,1219048+1219023+1219003+1218970-1219130	Alt3	HeLa_NLSTAF2dIDR	17.14	LOW	S1	TAF2dIDR
CACNA1H	HsaALTA1053300-3/4	chr16:1219003-1219130	45	chr16:1218651,1219048+1219023+1219003+1218970-1219130	Alt3	HeLa_NLSTAF2dIDR_A	12.5	VLOW	S1	TAF2dIDR
CACNA1H	HsaALTA1053300-3/4	chr16:1219003-1219130	45	chr16:1218651,1219048+1219023+1219003+1218970-1219130	Alt3	HeLa_NLSTAF2dIDR_B	11.11	N	S1	TAF2dIDR
CACNA1H	HsaALTA1053300-3/4	chr16:1219003-1219130	45	chr16:1218651,1219048+1219023+1219003+1218970-1219130	Alt3	HeLa_NLSTAF2dIDR_C	30	N	S1	TAF2dIDR
CACNA1H	HsaALTA1053300-3/4	chr16:1219003-1219130	45	chr16:1218651,1219048+1219023+1219003+1218970-1219130	Alt3	HeLa_TAF2	36.36	VLOW	S1	TAF2dIDR
CACNA1H	HsaALTA1053300-3/4	chr16:1219003-1219130	45	chr16:1218651,1219048+1219023+1219003+1218970-1219130	Alt3	HeLa_TAF2_A	33.33	N	S1	TAF2dIDR
CACNA1H	HsaALTA1053300-3/4	chr16:1219003-1219130	45	chr16:1218651,1219048+1219023+1219003+1218970-1219130	Alt3	HeLa_TAF2_B	25	N	S1	TAF2dIDR
CACNA1H	HsaALTA1053300-3/4	chr16:1219003-1219130	45	chr16:1218651,1219048+1219023+1219003+1218970-1219130	Alt3	HeLa_TAF2_C	41.67	N	S1	TAF2dIDR
ATAD3A	HsaALTA1054316-2/2	chr1:1515634-1515858	3	chr1:1512473,1515637+1515634-1515858	Alt3	HeLa_FRT	89.21	VLOW	S1	BOTH
ATAD3A	HsaALTA1054316-2/2	chr1:1515634-1515858	3	chr1:1512473,1515637+1515634-1515858	Alt3	HeLa_FRT_A	76.12	N	S1	BOTH
ATAD3A	HsaALTA1054316-2/2	chr1:1515634-1515858	3	chr1:1512473,1515637+1515634-1515858	Alt3	HeLa_FRT_B	66.67	N	S1	BOTH
ATAD3A	HsaALTA1054316-2/2	chr1:1515634-1515858	3	chr1:1512473,1515637+1515634-1515858	Alt3	HeLa_FRT_C	100	N	S1	BOTH
ATAD3A	HsaALTA1054316-2/2	chr1:1515634-1515858	3	chr1:1512473,1515637+1515634-1515858	Alt3	HeLa_NLSTAF2dIDR	72.84	LOW	S1	BOTH
ATAD3A	HsaALTA1054316-2/2	chr1:1515634-1515858	3	chr1:1512473,1515637+1515634-1515858	Alt3	HeLa_NLSTAF2dIDR_A	69.03	N	S1	BOTH
ATAD3A	HsaALTA1054316-2/2	chr1:1515634-1515858	3	chr1:1512473,1515637+1515634-1515858	Alt3	HeLa_NLSTAF2dIDR_B	63.42	N	S1	BOTH
ATAD3A	HsaALTA1054316-2/2	chr1:1515634-1515858	3	chr1:1512473,1515637+1515634-1515858	Alt3	HeLa_NLSTAF2dIDR_C	88.45	N	S1	BOTH
ATAD3A	HsaALTA1054316-2/2	chr1:1515634-1515858	3	chr1:1512473,1515637+1515634-1515858	Alt3	HeLa_TAF2	78.77	VLOW	S1	BOTH
ATAD3A	HsaALTA1054316-2/2	chr1:1515634-1515858	3	chr1:1512473,1515637+1515634-1515858	Alt3	HeLa_TAF2_A	73.67	N	S1	BOTH
ATAD3A	HsaALTA1054316-2/2	chr1:1515634-1515858	3	chr1:1512473,1515637+1515634-1515858	Alt3	HeLa_TAF2_B	75	N	S1	BOTH
ATAD3A	HsaALTA1054316-2/2	chr1:1515634-1515858	3	chr1:1512473,1515637+1515634-1515858	Alt3	HeLa_TAF2_C	87.5	N	S1	BOTH
PRR13	HsaALTA1056309-3/3	chr12:53443541-53443773	138	chr12:53442733,53443679+53443567+53443541-53443773	Alt3	HeLa_FRT	63.21	LOW	S1	TAF2
PRR13	HsaALTA1056309-3/3	chr12:53443541-53443773	138	chr12:53442733,53443679+53443567+53443541-53443773	Alt3	HeLa_FRT_A	77.22	N	S1	TAF2
PRR13	HsaALTA1056309-3/3	chr12:53443541-53443773	138	chr12:53442733,53443679+53443567+53443541-53443773	Alt3	HeLa_FRT_B	60	N	S1	TAF2
PRR13	HsaALTA1056309-3/3	chr12:53443541-53443773	138	chr12:53442733,53443679+53443567+53443541-53443773	Alt3	HeLa_FRT_C	50.68	N	S1	TAF2
PRR13	HsaALTA1056309-3/3	chr12:53443541-53443773	138	chr12:53442733,53443679+53443567+53443541-53443773	Alt3	HeLa_NLSTAF2dIDR	77.27	OK	S1	TAF2
PRR13	HsaALTA1056309-3/3	chr12:53443541-53443773	138	chr12:53442733,53443679+53443567+53443541-53443773	Alt3	HeLa_NLSTAF2dIDR_A	77.27	VLOW	S1	TAF2
PRR13	HsaALTA1056309-3/3	chr12:53443541-53443773	138	chr12:53442733,53443679+53443567+53443541-53443773	Alt3	HeLa_NLSTAF2dIDR_B	86.67	VLOW	S1	TAF2
PRR13	HsaALTA1056309-3/3	chr12:53443541-53443773	138	chr12:53442733,53443679+53443567+53443541-53443773	Alt3	HeLa_NLSTAF2dIDR_C	57.14	N	S1	TAF2
PRR13	HsaALTA1056309-3/3	chr12:53443541-53443773	138	chr12:53442733,53443679+53443567+53443541-53443773	Alt3	HeLa_TAF2	81.82	LOW	S1	TAF2
PRR13	HsaALTA1056309-3/3	chr12:53443541-53443773	138	chr12:53442733,53443679+53443567+53443541-53443773	Alt3	HeLa_TAF2_A	92.31	N	S1	TAF2
PRR13	HsaALTA1056309-3/3	chr12:53443541-53443773	138	chr12:53442733,53443679+53443567+53443541-53443773	Alt3	HeLa_TAF2_B	80	VLOW	S1	TAF2
PRR13	HsaALTA1056309-3/3	chr12:53443541-53443773	138	chr12:53442733,53443679+53443567+53443541-53443773	Alt3	HeLa_TAF2_C	60	N	S1	TAF2
LINC00863	HsaALTA1057537-2/2	chr10:87344279-87344495	158	chr10:87343405,87344437+87344279-87344495	Alt3	HeLa_FRT	3.45	LOW	S1	TAF2
LINC00863	HsaALTA1057537-2/2	chr10:87344279-87344495	158	chr10:87343405,87344437+87344279-87344495	Alt3	HeLa_FRT_A	0	N	S1	TAF2
LINC00863	HsaALTA1057537-2/2	chr10:87344279-87344495	158	chr10:87343405,87344437+87344279-87344495	Alt3	HeLa_FRT_B	8.33	N	S1	TAF2
LINC00863	HsaALTA1057537-2/2	chr10:87344279-87344495	158	chr10:87343405,87344437+87344279-87344495	Alt3	HeLa_FRT_C	0	N	S1	TAF2
LINC00863	HsaALTA1057537-2/2	chr10:87344279-87344495	158	chr10:87343405,87344437+87344279-87344495	Alt3	HeLa_NLSTAF2dIDR	8.7	VLOW	S1	TAF2
LINC00863	HsaALTA1057537-2/2	chr10:87344279-87344495	158	chr10:87343405,87344437+87344279-87344495	Alt3	HeLa_NLSTAF2dIDR_A	7.69	N	S1	TAF2
LINC00863	HsaALTA1057537-2/2	chr10:87344279-87344495	158	chr10:87343405,87344437+87344279-87344495	Alt3	HeLa_NLSTAF2dIDR_B	0	N	S1	TAF2
LINC00863	HsaALTA1057537-2/2	chr10:87344279-87344495	158	chr10:87343405,87344437+87344279-87344495	Alt3	HeLa_NLSTAF2dIDR_C	11.11	N	S1	TAF2
LINC00863	HsaALTA1057537-2/2	chr10:87344279-87344495	158	chr10:87343405,87344437+87344279-87344495	Alt3	HeLa_TAF2	19.05	VLOW	S1	TAF2
LINC00863	HsaALTA1057537-2/2	chr10:87344279-87344495	158	chr10:87343405,87344437+87344279-87344495	Alt3	HeLa_TAF2_A	0	N	S1	TAF2
LINC00863	HsaALTA1057537-2/2	chr10:87344279-87344495	158	chr10:87343405,87344437+87344279-87344495	Alt3	HeLa_TAF2_B	25	N	S1	TAF2
LINC00863	HsaALTA1057537-2/2	chr10:87344279-87344495	158	chr10:87343405,87344437+87344279-87344495	Alt3	HeLa_TAF2_C	20	N	S1	TAF2
RP11-400N13.2	HsaALTA1064390-1/3	chr1:221971186-221976453	0	chr1:221968496,221971186+221971183+221971046-221976453	Alt3	HeLa_FRT	63.64	VLOW	S1	TAF2
RP11-400N13.2	HsaALTA1064390-1/3	chr1:221971186-221976453	0	chr1:221968496,221971186+221971183+221971046-221976453	Alt3	HeLa_FRT_A	50	N	S1	TAF2
RP11-400N13.2	HsaALTA1064390-1/3	chr1:221971186-221976453	0	chr1:221968496,221971186+221971183+221971046-221976453	Alt3	HeLa_FRT_B	66.67	N	S1	TAF2
RP11-400N13.2	HsaALTA1064390-1/3	chr1:221971186-221976453	0	chr1:221968496,221971186+221971183+221971046-221976453	Alt3	HeLa_FRT_C	66.67	N	S1	TAF2
RP11-400N13.2	HsaALTA1064390-1/3	chr1:221971186-221976453	0	chr1:221968496,221971186+221971183+221971046-221976453	Alt3	HeLa_NLSTAF2dIDR	66.67	LOW	S1	TAF2
RP11-400N13.2	HsaALTA1064390-1/3	chr1:221971186-221976453	0	chr1:221968496,221971186+221971183+221971046-221976453	Alt3	HeLa_NLSTAF2dIDR_A	40	N	S1	TAF2
RP11-400N13.2	HsaALTA1064390-1/3	chr1:221971186-221976453	0	chr1:221968496,221971186+221971183+221971046-221976453	Alt3	HeLa_NLSTAF2dIDR_B	87.5	N	S1	TAF2
RP11-400N13.2	HsaALTA1064390-1/3	chr1:221971186-221976453	0	chr1:221968496,221971186+221971183+221971046-221976453	Alt3	HeLa_NLSTAF2dIDR_C	77.78	N	S1	TAF2
RP11-400N13.2	HsaALTA1064390-1/3	chr1:221971186-221976453	0	chr1:221968496,221971186+221971183+221971046-221976453	Alt3	HeLa_TAF2	44.83	LOW	S1	TAF2
RP11-400N13.2	HsaALTA1064390-1/3	chr1:221971186-221976453	0	chr1:221968496,221971186+221971183+221971046-221976453	Alt3	HeLa_TAF2_A	66.67	N	S1	TAF2
RP11-400N13.2	HsaALTA1064390-1/3	chr1:221971186-221976453	0	chr1:221968496,221971186+221971183+221971046-221976453	Alt3	HeLa_TAF2_B	50	N	S1	TAF2
RP11-400N13.2	HsaALTA1064390-1/3	chr1:221971186-221976453	0	chr1:221968496,221971186+221971183+221971046-221976453	Alt3	HeLa_TAF2_C	22.22	N	S1	TAF2
NR2F1-AS1	HsaALTA1059152-1/2	chr5:93563364-93563460	0	chr5:93581142,93563364-93563460+93563463	Alt3	HeLa_FRT	5.83	LOW	S1	TAF2
NR2F1-AS1	HsaALTA1059152-1/2	chr5:93563364-93563460	0	chr5:93581142,93563364-93563460+93563463	Alt3	HeLa_FRT_A	0	N	S1	TAF2
NR2F1-AS1	HsaALTA1059152-1/2	chr5:93563364-93563460	0	chr5:93581142,93563364-93563460+93563463	Alt3	HeLa_FRT_B	7.2	N	S1	TAF2
NR2F1-AS1	HsaALTA1059152-1/2	chr5:93563364-93563460	0	chr5:93581142,93563364-93563460+93563463	Alt3	HeLa_FRT_C	8.64	N	S1	TAF2
NR2F1-AS1	HsaALTA1059152-1/2	chr5:93563364-93563460	0	chr5:93581142,93563364-93563460+93563463	Alt3	HeLa_NLSTAF2dIDR	8.58	LOW	S1	TAF2
NR2F1-AS1	HsaALTA1059152-1/2	chr5:93563364-93563460	0	chr5:93581142,93563364-93563460+93563463	Alt3	HeLa_NLSTAF2dIDR_A	5.57	VLOW	S1	TAF2
NR2F1-AS1	HsaALTA1059152-1/2	chr5:93563364-93563460	0	chr5:93581142,93563364-93563460+93563463	Alt3	HeLa_NLSTAF2dIDR_B	0	N	S1	TAF2
NR2F1-AS1	HsaALTA1059152-1/2	chr5:93563364-93563460	0	chr5:93581142,93563364-93563460+93563463	Alt3	HeLa_NLSTAF2dIDR_C	23.39	N	S1	TAF2
NR2F1-AS1	HsaALTA1059152-1/2	chr5:93563364-93563460	0	chr5:93581142,93563364-93563460+93563463	Alt3	HeLa_TAF2	13.59	VLOW	S1	TAF2
NR2F1-AS1	HsaALTA1059152-1/2	chr5:93563364-93563460	0	chr5:93581142,93563364-93563460+93563463	Alt3	HeLa_TAF2_A	25.19	N	S1	TAF2
NR2F1-AS1	HsaALTA1059152-1/2	chr5:93563364-93563460	0	chr5:93581142,93563364-93563460+93563463	Alt3	HeLa_TAF2_B	17.46	N	S1	TAF2
NR2F1-AS1	HsaALTA1059152-1/2	chr5:93563364-93563460	0	chr5:93581142,93563364-93563460+93563463	Alt3	HeLa_TAF2_C	0	N	S1	TAF2
LINC01184	HsaALTA1059861-2/3	chr5:128081973-128082194	3	chr5:128082735,128081973-128082191+128082194+128082359	Alt3	HeLa_FRT	62.97	VLOW	S1	TAF2dIDR
LINC01184	HsaALTA1059861-2/3	chr5:128081973-128082194	3	chr5:128082735,128081973-128082191+128082194+128082359	Alt3	HeLa_FRT_A	67.35	N	S1	TAF2dIDR
LINC01184	HsaALTA1059861-2/3	chr5:128081973-128082194	3	chr5:128082735,128081973-128082191+128082194+128082359	Alt3	HeLa_FRT_B	60.02	N	S1	TAF2dIDR
LINC01184	HsaALTA1059861-2/3	chr5:128081973-128082194	3	chr5:128082735,128081973-128082191+128082194+128082359	Alt3	HeLa_FRT_C	74.14	N	S1	TAF2dIDR
LINC01184	HsaALTA1059861-2/3	chr5:128081973-128082194	3	chr5:128082735,128081973-128082191+128082194+128082359	Alt3	HeLa_NLSTAF2dIDR	50.68	LOW	S1	TAF2dIDR
LINC01184	HsaALTA1059861-2/3	chr5:128081973-128082194	3	chr5:128082735,128081973-128082191+128082194+128082359	Alt3	HeLa_NLSTAF2dIDR_A	51.75	N	S1	TAF2dIDR
LINC01184	HsaALTA1059861-2/3	chr5:128081973-128082194	3	chr5:128082735,128081973-128082191+128082194+128082359	Alt3	HeLa_NLSTAF2dIDR_B	64.01	VLOW	S1	TAF2dIDR
LINC01184	HsaALTA1059861-2/3	chr5:128081973-128082194	3	chr5:128082735,128081973-128082191+128082194+128082359	Alt3	HeLa_NLSTAF2dIDR_C	25.14	N	S1	TAF2dIDR
LINC01184	HsaALTA1059861-2/3	chr5:128081973-128082194	3	chr5:128082735,128081973-128082191+128082194+128082359	Alt3	HeLa_TAF2	51.46	VLOW	S1	TAF2dIDR
LINC01184	HsaALTA1059861-2/3	chr5:128081973-128082194	3	chr5:128082735,128081973-128082191+128082194+128082359	Alt3	HeLa_TAF2_A	54.04	N	S1	TAF2dIDR
LINC01184	HsaALTA1059861-2/3	chr5:128081973-128082194	3	chr5:128082735,128081973-128082191+128082194+128082359	Alt3	HeLa_TAF2_B	63.22	N	S1	TAF2dIDR
LINC01184	HsaALTA1059861-2/3	chr5:128081973-128082194	3	chr5:128082735,128081973-128082191+128082194+128082359	Alt3	HeLa_TAF2_C	38.22	N	S1	TAF2dIDR
RASSF8-AS1	HsaALTA1059899-2/2	chr12:25956639-25956764	3	chr12:25958019,25956639-25956761+25956764	Alt3	HeLa_FRT	80.39	LOW	S1	TAF2
RASSF8-AS1	HsaALTA1059899-2/2	chr12:25956639-25956764	3	chr12:25958019,25956639-25956761+25956764	Alt3	HeLa_FRT_A	42.26	N	S1	TAF2
RASSF8-AS1	HsaALTA1059899-2/2	chr12:25956639-25956764	3	chr12:25958019,25956639-25956761+25956764	Alt3	HeLa_FRT_B	85.29	N	S1	TAF2
RASSF8-AS1	HsaALTA1059899-2/2	chr12:25956639-25956764	3	chr12:25958019,25956639-25956761+25956764	Alt3	HeLa_FRT_C	100	N	S1	TAF2
RASSF8-AS1	HsaALTA1059899-2/2	chr12:25956639-25956764	3	chr12:25958019,25956639-25956761+25956764	Alt3	HeLa_NLSTAF2dIDR	50.32	LOW	S1	TAF2
RASSF8-AS1	HsaALTA1059899-2/2	chr12:25956639-25956764	3	chr12:25958019,25956639-25956761+25956764	Alt3	HeLa_NLSTAF2dIDR_A	47.92	N	S1	TAF2
RASSF8-AS1	HsaALTA1059899-2/2	chr12:25956639-25956764	3	chr12:25958019,25956639-25956761+25956764	Alt3	HeLa_NLSTAF2dIDR_B	87.63	N	S1	TAF2
RASSF8-AS1	HsaALTA1059899-2/2	chr12:25956639-25956764	3	chr12:25958019,25956639-25956761+25956764	Alt3	HeLa_NLSTAF2dIDR_C	40.4	N	S1	TAF2
RASSF8-AS1	HsaALTA1059899-2/2	chr12:25956639-25956764	3	chr12:25958019,25956639-25956761+25956764	Alt3	HeLa_TAF2	54.74	LOW	S1	TAF2
RASSF8-AS1	HsaALTA1059899-2/2	chr12:25956639-25956764	3	chr12:25958019,25956639-25956761+25956764	Alt3	HeLa_TAF2_A	38.87	N	S1	TAF2
RASSF8-AS1	HsaALTA1059899-2/2	chr12:25956639-25956764	3	chr12:25958019,25956639-25956761+25956764	Alt3	HeLa_TAF2_B	57.78	N	S1	TAF2
RASSF8-AS1	HsaALTA1059899-2/2	chr12:25956639-25956764	3	chr12:25958019,25956639-25956761+25956764	Alt3	HeLa_TAF2_C	64.89	N	S1	TAF2
NOP14-AS1	HsaALTA1060192-3/3	chr4:2937975-2938111	39	chr4:2937844,2938014+2937993+2937975-2938111	Alt3	HeLa_FRT	78.78	VLOW	S1	TAF2
NOP14-AS1	HsaALTA1060192-3/3	chr4:2937975-2938111	39	chr4:2937844,2938014+2937993+2937975-2938111	Alt3	HeLa_FRT_A	100	N	S1	TAF2
NOP14-AS1	HsaALTA1060192-3/3	chr4:2937975-2938111	39	chr4:2937844,2938014+2937993+2937975-2938111	Alt3	HeLa_FRT_B	81.38	N	S1	TAF2
NOP14-AS1	HsaALTA1060192-3/3	chr4:2937975-2938111	39	chr4:2937844,2938014+2937993+2937975-2938111	Alt3	HeLa_FRT_C	49.51	N	S1	TAF2
NOP14-AS1	HsaALTA1060192-3/3	chr4:2937975-2938111	39	chr4:2937844,2938014+2937993+2937975-2938111	Alt3	HeLa_NLSTAF2dIDR	70.91	LOW	S1	TAF2
NOP14-AS1	HsaALTA1060192-3/3	chr4:2937975-2938111	39	chr4:2937844,2938014+2937993+2937975-2938111	Alt3	HeLa_NLSTAF2dIDR_A	70.83	N	S1	TAF2
NOP14-AS1	HsaALTA1060192-3/3	chr4:2937975-2938111	39	chr4:2937844,2938014+2937993+2937975-2938111	Alt3	HeLa_NLSTAF2dIDR_B	66.18	N	S1	TAF2
NOP14-AS1	HsaALTA1060192-3/3	chr4:2937975-2938111	39	chr4:2937844,2938014+2937993+2937975-2938111	Alt3	HeLa_NLSTAF2dIDR_C	77.27	N	S1	TAF2
NOP14-AS1	HsaALTA1060192-3/3	chr4:2937975-2938111	39	chr4:2937844,2938014+2937993+2937975-2938111	Alt3	HeLa_TAF2	73.59	LOW	S1	TAF2
NOP14-AS1	HsaALTA1060192-3/3	chr4:2937975-2938111	39	chr4:2937844,2938014+2937993+2937975-2938111	Alt3	HeLa_TAF2_A	74.45	N	S1	TAF2
NOP14-AS1	HsaALTA1060192-3/3	chr4:2937975-2938111	39	chr4:2937844,2938014+2937993+2937975-2938111	Alt3	HeLa_TAF2_B	63.13	N	S1	TAF2
NOP14-AS1	HsaALTA1060192-3/3	chr4:2937975-2938111	39	chr4:2937844,2938014+2937993+2937975-2938111	Alt3	HeLa_TAF2_C	87.18	N	S1	TAF2
CDKL5	HsaALTD1000647-2/2	chrX:18598462-18598613	51	chrX:18598462-18598562+18598613,18603902	Alt5	HeLa_FRT	82.33	LOW	S1	TAF2
CDKL5	HsaALTD1000647-2/2	chrX:18598462-18598613	51	chrX:18598462-18598562+18598613,18603902	Alt5	HeLa_FRT_A	82.91	N	S1	TAF2
CDKL5	HsaALTD1000647-2/2	chrX:18598462-18598613	51	chrX:18598462-18598562+18598613,18603902	Alt5	HeLa_FRT_B	77.26	N	S1	TAF2
CDKL5	HsaALTD1000647-2/2	chrX:18598462-18598613	51	chrX:18598462-18598562+18598613,18603902	Alt5	HeLa_FRT_C	88.59	N	S1	TAF2
CDKL5	HsaALTD1000647-2/2	chrX:18598462-18598613	51	chrX:18598462-18598562+18598613,18603902	Alt5	HeLa_NLSTAF2dIDR	97.43	OK	S1	TAF2
CDKL5	HsaALTD1000647-2/2	chrX:18598462-18598613	51	chrX:18598462-18598562+18598613,18603902	Alt5	HeLa_NLSTAF2dIDR_A	100	VLOW	S1	TAF2
CDKL5	HsaALTD1000647-2/2	chrX:18598462-18598613	51	chrX:18598462-18598562+18598613,18603902	Alt5	HeLa_NLSTAF2dIDR_B	89.73	N	S1	TAF2
CDKL5	HsaALTD1000647-2/2	chrX:18598462-18598613	51	chrX:18598462-18598562+18598613,18603902	Alt5	HeLa_NLSTAF2dIDR_C	100	N	S1	TAF2
CDKL5	HsaALTD1000647-2/2	chrX:18598462-18598613	51	chrX:18598462-18598562+18598613,18603902	Alt5	HeLa_TAF2	100	VLOW	S1	TAF2
CDKL5	HsaALTD1000647-2/2	chrX:18598462-18598613	51	chrX:18598462-18598562+18598613,18603902	Alt5	HeLa_TAF2_A	100	N	S1	TAF2
CDKL5	HsaALTD1000647-2/2	chrX:18598462-18598613	51	chrX:18598462-18598562+18598613,18603902	Alt5	HeLa_TAF2_B	100	N	S1	TAF2
CDKL5	HsaALTD1000647-2/2	chrX:18598462-18598613	51	chrX:18598462-18598562+18598613,18603902	Alt5	HeLa_TAF2_C	100	N	S1	TAF2
PER3	HsaALTD0004669-3/5	chr1:7810450-7810588	21	chr1:7810450-7810567+7810585+7810588+7810652+7811052,7819285	Alt5	HeLa_FRT	62.5	VLOW	S1	TAF2dIDR
