GENE	EVENT	AS_TYPE	dPSI_SRRM2_HepG2	direction_SRRM2_HepG2
SUFU	HsaALTA1014558-1/2	Alt. Acceptor	-12.569999999999993	NONE
UCKL1	HsaINT0177172	Intron	-12.57	NONE
ATG4B	HsaINT1004753	Intron	-12.570000000000007	NONE
TMEM218	HsaALTD0006633-2/2	Alt. Donor	-12.579999999999998	NONE
HARS2	HsaINT0074214	Intron	-12.600000000000001	NONE
NAALADL1	HsaEX0041526	Exon	-12.61	NONE
C19orf54	HsaALTA0001133-2/2	Alt. Acceptor	-12.629999999999995	NONE
SFI1	HsaINT0148622	Intron	-12.640000000000004	NONE
C21orf2	HsaEX0010540	Exon	-12.670000000000002	NONE
FBXL6	HsaINT0062713	Intron	-12.719999999999999	NONE
LINC00239	HsaINT0111580	Intron	-12.72	NONE
DCAF8	HsaALTD0001816-2/2	Alt. Donor	-12.730000000000004	NONE
TMEM63A	HsaINT0169292	Intron	-12.8	NONE
CDK5RAP3	HsaINT0032633	Intron	-12.870000000000001	NONE
CATSPER2	HsaALTA0001499-1/2	Alt. Acceptor	-12.88000000000001	NONE
ADPRM	HsaALTD0000853-2/2	Alt. Donor	-12.889999999999999	NONE
MPZ	HsaEX0040038	Exon	-12.89	NONE
SPOUT1	HsaINT0025313	Intron	-12.91	NONE
BAIAP3	HsaINT0016549	Intron	-12.96	NONE
SAMD10	HsaEX0056128	Exon	-13.010000000000002	NONE
ZFC3H1	HsaINT0185430	Intron	-13.03	NONE
PLXNB3	HsaINT0128111	Intron	-13.04	NONE
TMEM8B	HsaEX0066003	Exon	-13.08999999999999	NONE
AKAP9	HsaINT0006367	Intron	-13.1	NONE
CLK4	HsaINT0036463	Intron	-13.100000000000001	NONE
PAGE1	HsaALTA1004985-1/2	Alt. Acceptor	-13.129999999999999	NONE
DDX27	HsaEX0018915	Exon	-13.229999999999997	NONE
AGPAT3	HsaEX0003112	Exon	-13.230000000000004	NONE
SLC39A13	HsaINT0152988	Intron	-13.249999999999998	NONE
FAM20A	HsaINT0060711	Intron	-13.29	NONE
KRCC1	HsaALTA1046166-1/3	Alt. Acceptor	-13.329999999999998	NONE
GPT	HsaINT1014802	Intron	-13.340000000000003	NONE
POLR2H	HsaALTA0006527-1/3	Alt. Acceptor	-13.369999999999997	NONE
RAD52	HsaINT0136685	Intron	-13.399999999999999	NONE
FBXL6	HsaINT1013417	Intron	-13.420000000000002	NONE
NT5C	HsaINT0116251	Intron	-13.46	NONE
TLE3	HsaALTD0006549-1/2	Alt. Donor	-13.479999999999997	NONE
RP11-656D10.3	HsaALTA1059332-2/2	Alt. Acceptor	-13.510000000000005	NONE
PPIL2	HsaALTA1009945-2/2	Alt. Acceptor	-13.54	NONE
C11orf80	HsaEX0009081	Exon	-13.54	NONE
HSCB	HsaEX0030514	Exon	-13.629999999999995	NONE
SERPINA1	HsaALTD0005797-2/2	Alt. Donor	-13.649999999999999	NONE
GAPDH	HsaEX6064747	Exon	-13.669999999999987	NONE
PACS2	HsaINT0119502	Intron	-13.68	NONE
LAMP2	HsaEX0035314	Exon	-13.7	NONE
SCLT1	HsaEX0056490	Exon	-13.730000000000004	NONE
ZNF232	HsaALTA0009767-2/2	Alt. Acceptor	-13.75	NONE
CHMP2A	HsaINT0034982	Intron	-13.78	NONE
EPB41L1	HsaEX0022643	Exon	-13.800000000000004	NONE
TMUB2	HsaALTA1063782-2/2	Alt. Acceptor	-13.809999999999995	NONE
RXRB	HsaEX0056027	Exon	-13.820000000000007	NONE
MYO9B	HsaINT0109057	Intron	-13.84	NONE
BAIAP3	HsaINT0016548	Intron	-13.850000000000001	NONE
POLD1	HsaINT0128888	Intron	-13.87	NONE
HOOK2	HsaINT1015820	Intron	-13.900000000000002	NONE
FAM118A	HsaINT1012985	Intron	-13.910000000000004	NONE
B4GALNT4	HsaINT0016227	Intron	-13.94	NONE
QTRT1	HsaINT0135832	Intron	-14.030000000000001	NONE
HNRNPM	HsaINT1015809	Intron	-14.030000000000001	NONE
GMPPA	HsaINT1014566	Intron	-14.079999999999998	NONE
PPP1R16A	HsaALTD1030411-2/2	Alt. Donor	-14.159999999999997	NONE
WDR20	HsaEX1046478	Exon	-14.210000000000008	NONE
HMG20B	HsaINT0076681	Intron	-14.239999999999998	NONE
NA	HsaEX1000223	Exon	-14.279999999999998	NONE
ECHDC2	HsaINT0053799	Intron	-14.280000000000001	NONE
SNHG12	HsaINT0155937	Intron	-14.309999999999995	NONE
COA1	HsaEX0011453	Exon	-14.37	NONE
SBK3	HsaINT1040910	Intron	-14.380000000000003	NONE
SCRIB	HsaEX0056636	Exon	-14.400000000000006	NONE
THYN1	HsaINT0167025	Intron	-14.410000000000004	NONE
NEIL1	HsaINT0112441	Intron	-14.419999999999995	NONE
SLC22A18AS	HsaINT1041819	Intron	-14.42	NONE
PLPPR2	HsaALTD0000068-1/2	Alt. Donor	-14.43	NONE
MOK	HsaALTA1007090-2/2	Alt. Acceptor	-14.430000000000007	NONE
PCBP2	HsaALTA1064314-1/2	Alt. Acceptor	-14.469999999999999	NONE
LA16c-313D11.9	HsaINT1017880	Intron	-14.469999999999999	NONE
KIAA0895L	HsaALTD0003444-1/3	Alt. Donor	-14.480000000000004	NONE
BAG6	HsaALTD0000663-1/4	Alt. Donor	-14.489999999999998	NONE
ENOSF1	HsaINT0056309	Intron	-14.51	NONE
RCN3	HsaALTD1024402-2/2	Alt. Donor	-14.530000000000001	NONE
CTD-2555C10.3	HsaINT1010017	Intron	-14.61	NONE
MIR210HG	HsaINT1023038	Intron	-14.629999999999995	NONE
MRPS26	HsaALTD0004042-4/7	Alt. Donor	-14.63000000000001	NONE
SKP2	HsaEX1037066	Exon	-14.670000000000002	NONE
SMIM19	HsaALTD0001069-2/3	Alt. Donor	-14.680000000000007	NONE
ELOA-AS1	HsaINT1012481	Intron	-14.719999999999999	NONE
CROCC	HsaINT1008419	Intron	-14.73	NONE
RAP1GAP	HsaEX0052207	Exon	-14.75	NONE
TAOK2	HsaINT1043664	Intron	-14.759999999999998	NONE
MED22	HsaINT1022719	Intron	-14.780000000000001	NONE
N4BP2L2	HsaINT0109483	Intron	-14.790000000000003	NONE
SNHG14	HsaEX1038177	Exon	-14.809999999999995	NONE
TERT	HsaINT1044026	Intron	-14.82	NONE
ZNF133	HsaALTA0009734-3/4	Alt. Acceptor	-14.829999999999998	NONE
RNF207	HsaINT0141559	Intron	-14.830000000000005	NONE
PRAG1	HsaINT1027891	Intron	-14.84	NONE
RAB17	HsaINT0135986	Intron	-14.86	NONE
ZDHHC8	HsaINT0185294	Intron	-14.86	NONE
CHKB-AS1	HsaINT0093117	Intron	-14.900000000000002	NONE
TMEM8B	HsaEX0066006	Exon	-14.909999999999997	NONE
PLK3	HsaINT0127646	Intron	-14.93	NONE
INVS	HsaINT0081405	Intron	-14.950000000000003	NONE
SRRM2	HsaEX0061788	Exon	-14.959999999999999	NONE
CEP78	HsaALTA0001812-1/2	Alt. Acceptor	-14.969999999999999	NONE
CAPRIN2	HsaALTA0001466-2/3	Alt. Acceptor	-14.979999999999997	NONE
ZNF544	HsaALTA1064320-2/2	Alt. Acceptor	-14.989999999999995	NONE
MST1	HsaINT1023630	Intron	-14.990000000000002	NONE
EPN2	HsaALTA1005516-3/3	Alt. Acceptor	-14.990000000000009	NONE
